metric,value,min,max,s1,s2,s3,s4,s5,s6,s7,s8
activationRate_forward_line_human_counter,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_forward_line_human_random,0.0000,1.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
activationRate_forward_line_human_wall,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_forward_line_orc_giants,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_forward_line_orc_misplaced,0.0000,1.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
activationRate_forward_line_orc_mob,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_forward_line_orc_violence,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_game_management_dwarf_fortress,23.3333,1.0000,,25.4167,21.6667,26.4583,23.7500,23.3333,25.6250,21.4583,18.9583
activationRate_game_management_elf_bulwark,16.3802,1.0000,,16.8750,17.2917,15.4167,15.2083,18.3333,16.8750,19.5833,11.4583
activationRate_game_management_human_counter,31.0938,1.0000,,25.6250,33.1250,34.5833,26.6667,32.2917,34.7917,31.8750,29.7917
activationRate_game_management_orc_giants,34.1406,1.0000,,32.9167,34.5833,33.7500,34.7917,36.6667,35.6250,29.1667,35.6250
activationRate_game_management_orc_mob,34.0885,1.0000,,33.3333,35.4167,32.9167,40.8333,31.8750,31.4583,32.2917,34.5833
activationRate_game_management_undead_grind,30.0260,1.0000,,33.1250,29.3750,31.6667,33.5417,27.5000,26.4583,27.7083,30.8333
activationRate_gentle_giant_orc_giants,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_high_press_trigger_human_counter,98.6719,1.0000,,97.2917,98.7500,98.3333,98.5417,98.7500,98.9583,99.3750,99.3750
activationRate_high_press_trigger_human_scattered,90.9896,1.0000,,90.4167,93.1250,89.3750,89.5833,90.6250,90.0000,92.7083,92.0833
activationRate_high_press_trigger_orc_mob,98.1250,1.0000,,96.8750,97.7083,98.7500,98.9583,98.1250,98.7500,98.3333,97.5000
activationRate_high_press_trigger_undead_grind,99.3229,1.0000,,99.3750,99.5833,99.1667,99.5833,99.1667,99.3750,98.7500,99.5833
activationRate_home_ref_human_random,5.5729,1.0000,,7.5000,8.1250,3.5417,7.5000,5.6250,2.5000,5.2083,4.5833
activationRate_home_ref_human_scattered,9.2448,1.0000,,9.7917,8.3333,9.5833,9.1667,13.1250,6.2500,10.8333,6.8750
activationRate_home_ref_orc_mob,10.2083,1.0000,,11.2500,8.9583,11.0417,8.5417,13.5417,8.9583,8.5417,10.8333
activationRate_iron_gate_dwarf_fortress,27.4219,1.0000,,26.8750,27.0833,29.3750,25.4167,28.5417,24.7917,26.8750,30.4167
activationRate_iron_lungs_human_scattered,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_last_ditch_dwarf_fortress,49.4792,1.0000,,47.7083,46.6667,46.8750,48.3333,52.0833,48.1250,50.8333,55.2083
activationRate_last_ditch_elf_bulwark,36.8490,1.0000,,40.6250,40.0000,37.7083,36.6667,33.9583,36.0417,30.2083,39.5833
activationRate_last_ditch_human_wall,27.7865,1.0000,,29.5833,31.6667,27.7083,30.6250,20.4167,28.7500,26.8750,26.6667
activationRate_last_ditch_undead_grind,67.5000,1.0000,,68.1250,65.2083,60.2083,65.8333,73.1250,70.4167,68.9583,68.1250
activationRate_light_feet_elf_bulwark,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_long_leash_legacy_elf_out_of_zone,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_long_leash_legacy_human_scattered,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_long_range_menace_human_counter,12.5781,1.0000,,9.5833,10.2083,13.1250,10.4167,11.0417,13.7500,14.7917,17.7083
activationRate_mob_instigator_orc_mob,25.7031,1.0000,,24.7917,27.9167,23.3333,24.7917,25.8333,26.4583,25.6250,26.8750
activationRate_natural_leader_human_counter,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_own_third_anchor_dwarf_fortress,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_own_third_anchor_elf_bulwark,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_own_third_anchor_elf_out_of_zone,0.0000,1.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
activationRate_own_third_anchor_elf_tiki_taka,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_own_third_anchor_human_counter,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_own_third_anchor_human_random,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_own_third_anchor_human_wall,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_own_third_anchor_orc_giants,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_own_third_anchor_orc_misplaced,0.0000,1.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
activationRate_own_third_anchor_orc_mob,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_own_third_anchor_undead_grind,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_pit_veteran_human_scattered,67.2396,1.0000,,66.8750,70.8333,70.4167,60.8333,69.1667,67.0833,66.0417,66.6667
activationRate_pivot_duo_human_wall,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_poacher_instinct_orc_violence,58.2812,1.0000,,58.7500,53.5417,63.1250,54.7917,58.9583,59.5833,58.9583,58.5417
activationRate_road_warrior_human_scattered,4.9740,1.0000,,3.7500,4.7917,6.0417,5.4167,5.8333,5.6250,3.5417,4.7917
activationRate_road_warrior_orc_mob,7.5521,1.0000,,6.6667,8.3333,6.8750,8.5417,5.2083,8.3333,7.0833,9.3750
activationRate_safety_net_dwarf_fortress,37.6042,1.0000,,35.6250,36.6667,38.9583,41.0417,37.5000,37.0833,36.4583,37.5000
activationRate_safety_net_elf_bulwark,47.7604,1.0000,,42.7083,49.5833,49.3750,48.5417,49.1667,45.0000,47.5000,50.2083
activationRate_safety_net_elf_tiki_taka,58.2031,1.0000,,57.9167,62.0833,58.5417,59.7917,59.7917,55.0000,56.4583,56.0417
activationRate_safety_net_human_counter,45.6771,1.0000,,39.5833,41.0417,48.3333,47.7083,47.7083,46.2500,43.9583,50.8333
activationRate_safety_net_human_wall,31.5104,1.0000,,30.6250,31.4583,28.7500,29.5833,35.0000,29.3750,31.4583,35.8333
activationRate_safety_net_orc_giants,53.0729,1.0000,,53.5417,55.4167,48.5417,50.8333,52.2917,56.2500,54.3750,53.3333
activationRate_safety_net_orc_mob,55.8333,1.0000,,59.3750,55.6250,53.5417,52.5000,56.4583,54.7917,59.5833,54.7917
activationRate_safety_net_orc_violence,56.1458,1.0000,,57.5000,54.5833,59.3750,55.4167,55.8333,56.6667,56.2500,53.5417
activationRate_safety_net_undead_grind,49.4792,1.0000,,50.4167,46.8750,48.3333,51.6667,52.9167,46.4583,50.2083,48.9583
activationRate_scar_tissue_orc_violence,12.4219,1.0000,,12.7083,16.2500,11.8750,11.4583,13.9583,11.6667,8.7500,12.7083
activationRate_squad_player_human_counter,99.6875,1.0000,,100.0000,100.0000,100.0000,100.0000,97.5000,100.0000,100.0000,100.0000
activationRate_steady_hands_human_scattered,83.2812,1.0000,,84.7917,85.0000,83.1250,81.6667,85.2083,80.4167,83.1250,82.9167
activationRate_sweeper_keeper_dwarf_fortress,45.7812,1.0000,,45.0000,43.7500,47.0833,46.2500,46.0417,45.8333,46.4583,45.8333
activationRate_sweeper_keeper_elf_bulwark,51.2760,1.0000,,51.0417,50.6250,52.0833,54.3750,53.1250,49.1667,49.1667,50.6250
activationRate_sweeper_keeper_human_counter,46.1979,1.0000,,38.9583,43.7500,47.7083,45.4167,45.6250,45.6250,50.8333,51.6667
activationRate_sweeper_keeper_human_wall,33.9062,1.0000,,31.0417,32.9167,35.2083,30.6250,33.9583,32.7083,36.4583,38.3333
activationRate_sweeper_keeper_orc_giants,58.3594,1.0000,,60.8333,60.6250,55.2083,58.9583,55.2083,57.0833,61.6667,57.2917
activationRate_sweeper_keeper_orc_mob,60.0000,1.0000,,66.2500,60.6250,59.7917,58.9583,57.7083,58.9583,59.3750,58.3333
activationRate_sweeper_keeper_orc_violence,61.3281,1.0000,,65.0000,62.2917,62.7083,66.4583,57.9167,58.3333,58.3333,59.5833
activationRate_sweeper_keeper_undead_grind,50.1302,1.0000,,51.0417,48.1250,48.5417,52.7083,52.2917,48.3333,49.3750,50.6250
activationRate_back_to_back,10.9896,1.0000,,10.0000,19.5833,9.5833,5.4167,10.4167,14.7917,10.6250,7.5000
activationRate_battle_reader,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_box_predator,82.8125,1.0000,,82.7083,81.8750,81.6667,82.5000,83.3333,83.5417,83.5417,83.3333
activationRate_bruised_knuckles,89.2188,1.0000,,88.3333,93.3333,90.6250,85.6250,88.9583,86.2500,89.1667,91.4583
activationRate_brute_boots,98.7500,1.0000,,97.5000,100.0000,97.5000,95.0000,100.0000,100.0000,100.0000,100.0000
activationRate_bulwark_stance,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_center_conductor,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_clean_sheet_legacy,49.1927,1.0000,,47.5000,45.2083,52.9167,53.3333,48.3333,50.0000,48.7500,47.5000
activationRate_cold_focus,60.7292,1.0000,,72.9167,50.6250,60.2083,64.1667,59.3750,63.9583,65.2083,49.3750
activationRate_comeback_spirit,47.0312,1.0000,,44.5833,43.9583,48.5417,48.7500,42.9167,47.0833,49.3750,51.0417
activationRate_covering_shadow,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_crowd_control,17.4219,1.0000,,17.7083,19.1667,17.7083,15.2083,17.5000,15.0000,16.4583,20.6250
activationRate_deathless_march,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_diagonal_press,80.1823,1.0000,,81.8750,78.9583,77.5000,78.3333,74.5833,81.4583,78.5417,90.2083
activationRate_duelist,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_fine_touch,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_first_touch_school,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_flank_specialist,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_forward_line,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_game_management,35.5469,1.0000,,33.3333,35.4167,34.5833,40.8333,36.6667,35.6250,32.2917,35.6250
activationRate_gentle_giant,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_high_press_trigger,99.4010,1.0000,,99.3750,99.5833,99.1667,99.5833,99.1667,99.3750,99.3750,99.5833
activationRate_home_ref,10.2083,1.0000,,11.2500,8.9583,11.0417,8.5417,13.5417,8.9583,8.5417,10.8333
activationRate_iron_gate,27.4219,1.0000,,26.8750,27.0833,29.3750,25.4167,28.5417,24.7917,26.8750,30.4167
activationRate_iron_lungs,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_last_ditch,67.5000,1.0000,,68.1250,65.2083,60.2083,65.8333,73.1250,70.4167,68.9583,68.1250
activationRate_light_feet,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_long_leash_legacy,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_long_range_menace,12.5781,1.0000,,9.5833,10.2083,13.1250,10.4167,11.0417,13.7500,14.7917,17.7083
activationRate_mob_instigator,25.7031,1.0000,,24.7917,27.9167,23.3333,24.7917,25.8333,26.4583,25.6250,26.8750
activationRate_natural_leader,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_own_third_anchor,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_pit_veteran,67.2396,1.0000,,66.8750,70.8333,70.4167,60.8333,69.1667,67.0833,66.0417,66.6667
activationRate_pivot_duo,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_poacher_instinct,58.2812,1.0000,,58.7500,53.5417,63.1250,54.7917,58.9583,59.5833,58.9583,58.5417
activationRate_road_warrior,7.5521,1.0000,,6.6667,8.3333,6.8750,8.5417,5.2083,8.3333,7.0833,9.3750
activationRate_safety_net,59.0885,1.0000,,59.3750,62.0833,59.3750,59.7917,59.7917,56.6667,59.5833,56.0417
activationRate_scar_tissue,12.4219,1.0000,,12.7083,16.2500,11.8750,11.4583,13.9583,11.6667,8.7500,12.7083
activationRate_squad_player,99.6875,1.0000,,100.0000,100.0000,100.0000,100.0000,97.5000,100.0000,100.0000,100.0000
activationRate_steady_hands,83.2812,1.0000,,84.7917,85.0000,83.1250,81.6667,85.2083,80.4167,83.1250,82.9167
activationRate_sweeper_keeper,61.9792,1.0000,,66.2500,62.2917,62.7083,66.4583,57.9167,58.9583,61.6667,59.5833
noDeadPerks,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
rf069_filler,55.8824,52.0000,68.0000,55.8824,55.8824,55.8824,55.8824,55.8824,55.8824,55.8824,55.8824
rf069_conditional,31.3725,22.0000,38.0000,31.3725,31.3725,31.3725,31.3725,31.3725,31.3725,31.3725,31.3725
rf069_ruleBreaker,12.7451,2.0000,18.0000,12.7451,12.7451,12.7451,12.7451,12.7451,12.7451,12.7451,12.7451
