metric,value,min,max,s1,s2,s3,s4,s5,s6,s7,s8
activationRate_back_to_back_human_scattered,22.4479,1.0000,,17.9167,33.7500,22.7083,20.8333,32.0833,14.1667,18.1250,20.0000
activationRate_battle_reader_orc_giants,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_box_predator_dwarf_fortress,64.2708,1.0000,,65.0000,60.0000,65.6250,67.5000,63.1250,61.8750,66.4583,64.5833
activationRate_box_predator_elf_bulwark,78.1510,1.0000,,75.2083,78.7500,76.8750,77.0833,82.2917,75.6250,78.9583,80.4167
activationRate_box_predator_elf_tiki_taka,75.1563,1.0000,,72.2917,71.2500,77.9167,75.6250,76.6667,74.7917,76.4583,76.2500
activationRate_box_predator_human_counter,80.0521,1.0000,,77.9167,79.3750,80.4167,80.6250,84.3750,81.6667,80.0000,76.0417
activationRate_box_predator_human_random,66.2500,1.0000,,63.1250,66.6667,66.8750,65.6250,65.2083,64.3750,69.5833,68.5417
activationRate_box_predator_human_scattered,0.0000,1.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
activationRate_box_predator_human_wall,83.3854,1.0000,,80.4167,82.5000,84.3750,83.3333,83.9583,82.5000,84.5833,85.4167
activationRate_box_predator_orc_giants,67.4219,1.0000,,66.0417,68.1250,65.4167,66.0417,69.7917,69.1667,67.5000,67.2917
activationRate_box_predator_orc_mob,65.5208,1.0000,,65.2083,65.2083,69.5833,66.4583,65.4167,66.0417,63.3333,62.9167
activationRate_box_predator_orc_violence,65.1302,1.0000,,64.3750,63.9583,64.1667,63.3333,63.3333,68.3333,67.0833,66.4583
activationRate_box_predator_undead_grind,77.7083,1.0000,,75.4167,77.7083,77.5000,78.3333,79.1667,74.7917,79.1667,79.5833
activationRate_bruised_knuckles_elf_brawler,3.0469,1.0000,,1.4583,1.4583,2.9167,3.5417,6.4583,2.9167,2.9167,2.7083
activationRate_bruised_knuckles_orc_violence,88.8021,1.0000,,86.6667,93.9583,90.0000,85.0000,88.7500,87.9167,88.3333,89.7917
activationRate_brute_boots_elf_brawler,48.1250,1.0000,,40.0000,42.5000,47.5000,52.5000,62.5000,47.5000,50.0000,42.5000
activationRate_brute_boots_human_scattered,19.6875,1.0000,,22.5000,12.5000,20.0000,22.5000,20.0000,22.5000,15.0000,22.5000
activationRate_brute_boots_orc_giants,97.8125,1.0000,,97.5000,100.0000,97.5000,95.0000,97.5000,97.5000,97.5000,100.0000
activationRate_brute_boots_orc_mob,92.8125,1.0000,,97.5000,95.0000,92.5000,82.5000,87.5000,97.5000,97.5000,92.5000
activationRate_brute_boots_orc_violence,97.5000,1.0000,,97.5000,97.5000,92.5000,92.5000,100.0000,100.0000,100.0000,100.0000
activationRate_bulwark_stance_dwarf_fortress,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_bulwark_stance_elf_brawler,48.4375,1.0000,,45.0000,37.5000,45.0000,57.5000,42.5000,42.5000,52.5000,65.0000
activationRate_center_conductor_dwarf_fortress,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_center_conductor_elf_bulwark,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_center_conductor_human_counter,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_center_conductor_human_wall,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_center_conductor_orc_giants,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_center_conductor_orc_misplaced,0.0000,1.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
activationRate_center_conductor_orc_mob,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_center_conductor_orc_violence,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_center_conductor_undead_grind,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_clean_sheet_legacy_dwarf_fortress,52.4740,1.0000,,52.5000,49.5833,53.9583,53.3333,50.8333,54.1667,51.6667,53.7500
activationRate_cold_focus_human_scattered,0.2865,1.0000,,0.6250,1.2500,0.0000,0.0000,0.4167,0.0000,0.0000,0.0000
activationRate_cold_focus_undead_grind,61.1458,1.0000,,72.0833,51.2500,60.8333,63.7500,58.7500,65.0000,68.5417,48.9583
activationRate_comeback_spirit_human_random,41.6667,1.0000,,41.2500,39.5833,42.9167,40.0000,39.7917,44.3750,45.8333,39.5833
activationRate_comeback_spirit_human_scattered,50.0521,1.0000,,47.9167,46.6667,51.6667,52.9167,48.7500,50.4167,49.5833,52.5000
activationRate_covering_shadow_dwarf_fortress,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_covering_shadow_elf_bulwark,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_covering_shadow_elf_tiki_taka,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_covering_shadow_human_counter,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_covering_shadow_human_wall,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_covering_shadow_undead_grind,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_crowd_control_elf_tiki_taka,13.1510,1.0000,,13.7500,14.3750,12.5000,13.7500,12.7083,12.0833,11.8750,14.1667
activationRate_deathless_march_undead_grind,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_diagonal_press_orc_giants,80.3125,1.0000,,82.5000,79.7917,79.5833,76.2500,74.5833,81.4583,79.7917,88.5417
activationRate_duelist_elf_bulwark,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_fine_touch_elf_tiki_taka,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_fine_touch_orc_misplaced,37.8125,1.0000,,25.0000,37.5000,37.5000,40.0000,50.0000,40.0000,35.0000,37.5000
activationRate_first_touch_school_elf_tiki_taka,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_flank_specialist_elf_out_of_zone,0.0000,1.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
activationRate_flank_specialist_human_random,0.0000,1.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
activationRate_flank_specialist_human_scattered,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_flank_specialist_orc_misplaced,0.0000,1.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
activationRate_forward_line_dwarf_fortress,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_forward_line_elf_bulwark,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_forward_line_elf_out_of_zone,0.0000,1.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
activationRate_forward_line_elf_tiki_taka,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_forward_line_human_counter,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_forward_line_human_random,0.0000,1.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
activationRate_forward_line_human_wall,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_forward_line_orc_giants,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_forward_line_orc_misplaced,0.0000,1.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
activationRate_forward_line_orc_mob,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_forward_line_orc_violence,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_game_management_dwarf_fortress,23.5156,1.0000,,24.5833,21.4583,25.8333,22.9167,25.0000,25.8333,21.6667,20.8333
activationRate_game_management_elf_bulwark,15.7031,1.0000,,14.1667,17.9167,15.2083,13.9583,18.3333,17.2917,16.6667,12.0833
activationRate_game_management_human_counter,31.9792,1.0000,,28.7500,32.7083,33.3333,24.7917,32.9167,36.6667,35.4167,31.2500
activationRate_game_management_orc_giants,35.0521,1.0000,,33.1250,36.2500,31.6667,38.5417,36.6667,31.8750,32.5000,39.7917
activationRate_game_management_orc_mob,33.3333,1.0000,,33.9583,32.5000,34.3750,39.5833,29.7917,31.0417,32.0833,33.3333
activationRate_game_management_undead_grind,29.0104,1.0000,,31.2500,28.7500,30.6250,31.6667,25.0000,25.8333,28.3333,30.6250
activationRate_gentle_giant_orc_giants,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_high_press_trigger_human_counter,98.7760,1.0000,,98.1250,99.5833,98.9583,97.9167,98.7500,99.5833,98.9583,98.3333
activationRate_high_press_trigger_human_scattered,92.3698,1.0000,,92.0833,92.5000,89.7917,91.6667,94.5833,91.8750,93.3333,93.1250
activationRate_high_press_trigger_orc_mob,97.8385,1.0000,,96.0417,97.7083,97.5000,98.7500,98.9583,98.5417,97.2917,97.9167
activationRate_high_press_trigger_undead_grind,99.2448,1.0000,,99.3750,99.3750,98.7500,99.1667,99.5833,99.3750,98.3333,100.0000
activationRate_home_ref_human_random,5.9635,1.0000,,8.7500,7.2917,4.1667,6.8750,6.4583,3.7500,5.2083,5.2083
activationRate_home_ref_human_scattered,9.4010,1.0000,,11.6667,8.9583,8.5417,7.5000,10.0000,8.5417,11.6667,8.3333
activationRate_home_ref_orc_mob,10.3125,1.0000,,12.7083,7.9167,11.0417,7.2917,12.5000,8.3333,10.2083,12.5000
activationRate_iron_gate_dwarf_fortress,26.3802,1.0000,,26.6667,25.4167,27.0833,23.1250,28.5417,25.6250,27.0833,27.5000
activationRate_iron_lungs_human_scattered,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_last_ditch_dwarf_fortress,48.0469,1.0000,,45.2083,43.3333,46.4583,47.5000,52.5000,47.0833,49.3750,52.9167
activationRate_last_ditch_elf_bulwark,34.9219,1.0000,,36.8750,37.9167,38.9583,35.0000,33.3333,31.8750,29.1667,36.2500
activationRate_last_ditch_human_wall,25.8594,1.0000,,29.1667,28.3333,30.0000,25.0000,18.5417,27.9167,22.9167,25.0000
activationRate_last_ditch_undead_grind,66.8750,1.0000,,67.7083,65.8333,58.9583,65.2083,71.8750,69.5833,69.3750,66.4583
activationRate_light_feet_elf_bulwark,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_long_leash_legacy_elf_out_of_zone,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_long_leash_legacy_human_scattered,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_long_range_menace_human_counter,14.0625,1.0000,,11.4583,13.9583,15.0000,11.0417,11.6667,14.3750,15.4167,19.5833
activationRate_mob_instigator_orc_mob,23.8802,1.0000,,24.5833,25.2083,22.9167,23.5417,23.3333,22.0833,22.7083,26.6667
activationRate_natural_leader_human_counter,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_own_third_anchor_dwarf_fortress,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_own_third_anchor_elf_bulwark,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_own_third_anchor_elf_out_of_zone,0.0000,1.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
activationRate_own_third_anchor_elf_tiki_taka,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_own_third_anchor_human_counter,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_own_third_anchor_human_random,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_own_third_anchor_human_wall,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_own_third_anchor_orc_giants,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_own_third_anchor_orc_misplaced,0.0000,1.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
activationRate_own_third_anchor_orc_mob,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_own_third_anchor_undead_grind,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_pit_veteran_human_scattered,67.2656,1.0000,,68.3333,69.1667,70.2083,60.8333,68.7500,68.3333,66.0417,66.4583
activationRate_pivot_duo_human_wall,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_poacher_instinct_orc_violence,59.4531,1.0000,,61.2500,52.0833,58.9583,61.0417,58.5417,59.3750,64.3750,60.0000
activationRate_road_warrior_human_scattered,4.1927,1.0000,,3.7500,3.7500,4.1667,3.7500,3.9583,6.0417,4.5833,3.5417
activationRate_road_warrior_orc_mob,7.7865,1.0000,,7.0833,7.9167,8.3333,8.1250,8.5417,6.2500,6.8750,9.1667
activationRate_safety_net_dwarf_fortress,39.4792,1.0000,,38.7500,38.9583,41.8750,38.3333,37.2917,40.6250,37.9167,42.0833
activationRate_safety_net_elf_bulwark,50.4427,1.0000,,47.7083,50.2083,52.7083,49.3750,53.3333,48.3333,49.1667,52.7083
activationRate_safety_net_elf_tiki_taka,60.4427,1.0000,,63.3333,65.4167,61.4583,58.9583,61.0417,55.2083,57.0833,61.0417
activationRate_safety_net_human_counter,46.9792,1.0000,,42.2917,46.8750,49.3750,47.5000,47.0833,47.2917,45.6250,49.7917
activationRate_safety_net_human_wall,32.6042,1.0000,,31.4583,33.7500,31.2500,33.1250,33.1250,30.6250,30.8333,36.6667
activationRate_safety_net_orc_giants,54.6615,1.0000,,56.2500,54.7917,52.9167,53.3333,54.5833,55.2083,58.9583,51.2500
activationRate_safety_net_orc_mob,56.6667,1.0000,,59.3750,56.4583,56.8750,53.5417,58.7500,53.1250,58.5417,56.6667
activationRate_safety_net_orc_violence,58.0729,1.0000,,56.6667,59.3750,62.9167,58.1250,53.9583,58.3333,58.7500,56.4583
activationRate_safety_net_undead_grind,51.2240,1.0000,,47.5000,51.0417,51.8750,53.3333,52.9167,50.4167,53.5417,49.1667
activationRate_scar_tissue_orc_violence,12.0052,1.0000,,13.9583,13.1250,13.1250,9.7917,12.5000,12.9167,8.5417,12.0833
activationRate_squad_player_human_counter,99.6875,1.0000,,100.0000,100.0000,100.0000,100.0000,97.5000,100.0000,100.0000,100.0000
activationRate_steady_hands_human_scattered,84.5833,1.0000,,85.6250,85.0000,85.0000,84.3750,86.4583,83.9583,83.9583,82.2917
activationRate_sweeper_keeper_dwarf_fortress,47.5781,1.0000,,47.5000,46.0417,47.0833,48.7500,49.5833,49.3750,45.6250,46.6667
activationRate_sweeper_keeper_elf_bulwark,52.7344,1.0000,,50.2083,52.7083,55.8333,55.6250,55.6250,51.6667,48.7500,51.4583
activationRate_sweeper_keeper_human_counter,48.4896,1.0000,,42.5000,47.7083,48.5417,47.2917,49.5833,47.5000,52.5000,52.2917
activationRate_sweeper_keeper_human_wall,36.7448,1.0000,,33.3333,35.0000,37.0833,35.8333,36.8750,36.2500,37.9167,41.6667
activationRate_sweeper_keeper_orc_giants,62.2917,1.0000,,64.7917,62.9167,58.9583,63.1250,58.9583,61.4583,64.7917,63.3333
activationRate_sweeper_keeper_orc_mob,62.6042,1.0000,,68.9583,62.2917,61.8750,61.8750,60.0000,60.0000,63.1250,62.7083
activationRate_sweeper_keeper_orc_violence,63.5938,1.0000,,63.9583,62.9167,66.8750,67.2917,60.8333,63.3333,59.3750,64.1667
activationRate_sweeper_keeper_undead_grind,50.8073,1.0000,,48.5417,48.3333,47.9167,53.9583,52.9167,51.2500,51.0417,52.5000
activationRate_back_to_back,11.0938,1.0000,,10.2083,20.0000,8.9583,6.0417,10.2083,16.2500,9.7917,7.2917
activationRate_battle_reader,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_box_predator,83.4375,1.0000,,80.4167,82.5000,84.3750,83.3333,84.3750,82.5000,84.5833,85.4167
activationRate_bruised_knuckles,88.8021,1.0000,,86.6667,93.9583,90.0000,85.0000,88.7500,87.9167,88.3333,89.7917
activationRate_brute_boots,98.7500,1.0000,,97.5000,100.0000,97.5000,95.0000,100.0000,100.0000,100.0000,100.0000
activationRate_bulwark_stance,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_center_conductor,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_clean_sheet_legacy,52.4740,1.0000,,52.5000,49.5833,53.9583,53.3333,50.8333,54.1667,51.6667,53.7500
activationRate_cold_focus,61.1458,1.0000,,72.0833,51.2500,60.8333,63.7500,58.7500,65.0000,68.5417,48.9583
activationRate_comeback_spirit,50.0521,1.0000,,47.9167,46.6667,51.6667,52.9167,48.7500,50.4167,49.5833,52.5000
activationRate_covering_shadow,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_crowd_control,13.1510,1.0000,,13.7500,14.3750,12.5000,13.7500,12.7083,12.0833,11.8750,14.1667
activationRate_deathless_march,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_diagonal_press,80.3125,1.0000,,82.5000,79.7917,79.5833,76.2500,74.5833,81.4583,79.7917,88.5417
activationRate_duelist,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_fine_touch,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_first_touch_school,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_flank_specialist,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_forward_line,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_game_management,36.5885,1.0000,,33.9583,36.2500,34.3750,39.5833,36.6667,36.6667,35.4167,39.7917
activationRate_gentle_giant,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_high_press_trigger,99.4010,1.0000,,99.3750,99.5833,98.9583,99.1667,99.5833,99.5833,98.9583,100.0000
activationRate_home_ref,10.3125,1.0000,,12.7083,7.9167,11.0417,7.2917,12.5000,8.3333,10.2083,12.5000
activationRate_iron_gate,26.3802,1.0000,,26.6667,25.4167,27.0833,23.1250,28.5417,25.6250,27.0833,27.5000
activationRate_iron_lungs,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_last_ditch,66.8750,1.0000,,67.7083,65.8333,58.9583,65.2083,71.8750,69.5833,69.3750,66.4583
activationRate_light_feet,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_long_leash_legacy,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_long_range_menace,14.0625,1.0000,,11.4583,13.9583,15.0000,11.0417,11.6667,14.3750,15.4167,19.5833
activationRate_mob_instigator,23.8802,1.0000,,24.5833,25.2083,22.9167,23.5417,23.3333,22.0833,22.7083,26.6667
activationRate_natural_leader,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_own_third_anchor,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_pit_veteran,67.2656,1.0000,,68.3333,69.1667,70.2083,60.8333,68.7500,68.3333,66.0417,66.4583
activationRate_pivot_duo,100.0000,1.0000,,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000,100.0000
activationRate_poacher_instinct,59.4531,1.0000,,61.2500,52.0833,58.9583,61.0417,58.5417,59.3750,64.3750,60.0000
activationRate_road_warrior,7.7865,1.0000,,7.0833,7.9167,8.3333,8.1250,8.5417,6.2500,6.8750,9.1667
activationRate_safety_net,61.2500,1.0000,,63.3333,65.4167,62.9167,58.9583,61.0417,58.3333,58.9583,61.0417
activationRate_scar_tissue,12.0052,1.0000,,13.9583,13.1250,13.1250,9.7917,12.5000,12.9167,8.5417,12.0833
activationRate_squad_player,99.6875,1.0000,,100.0000,100.0000,100.0000,100.0000,97.5000,100.0000,100.0000,100.0000
activationRate_steady_hands,84.5833,1.0000,,85.6250,85.0000,85.0000,84.3750,86.4583,83.9583,83.9583,82.2917
activationRate_sweeper_keeper,64.8958,1.0000,,68.9583,62.9167,66.8750,67.2917,60.8333,63.3333,64.7917,64.1667
noDeadPerks,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
rf069_filler,55.8824,52.0000,68.0000,55.8824,55.8824,55.8824,55.8824,55.8824,55.8824,55.8824,55.8824
rf069_conditional,31.3725,22.0000,38.0000,31.3725,31.3725,31.3725,31.3725,31.3725,31.3725,31.3725,31.3725
rf069_ruleBreaker,12.7451,2.0000,18.0000,12.7451,12.7451,12.7451,12.7451,12.7451,12.7451,12.7451,12.7451
